id,step,seqNo,recId
IS10069,"Add undrained tomatoes, basil, sugar, oregano, salt, and pepper; stir to combine as it comes to a boil. Continue to boil until most of the liquid evaporates, about 5 minutes.",2,R02948
IS10070,Remove from the heat. Pour in cream and butter; stir to combine.,3,R02948
IS10071,Return to the stove and simmer over low heat for 5 more minutes.,4,R02948
IS10072,"Cook sausage, beef, onion, and garlic in a large pot or Dutch oven over medium heat until browned; drain fat.",1,R02949
IS10073,"Stir in crushed tomatoes, tomato sauce, tomato paste, and water. Mix in sugar, basil, Italian seasoning, fennel seed, salt, and pepper.",2,R02949
IS10074,"Cover and simmer, stirring occasionally, until cooked through, about 1 1/2 hours.",3,R02949
IS10075,"Heat olive oil in a large skillet over medium heat. Add onion and garlic powder; cook and stir until onion is translucent, about 5 minutes.",1,R02950
IS10076,"Add tomatoes, sugar, basil, parsley, and salt; bring to a boil. Reduce heat and simmer, stirring occasionally, until sauce thickens, 1 to 2 hours.",2,R02950
IS10077,"Melt butter and olive oil in a saucepan over medium-low heat. Add cream, garlic, and white pepper; bring to just under a boil. Reduce heat and simmer, stirring often, until mixture is slightly reduced, about 5 minutes.",1,R02951
IS10078,"Stir Parmesan cheese into cream mixture and simmer until sauce is thickened and smooth, 8 to 10 minutes. Add mozzarella cheese to sauce; cook and stir until cheese is melted, about 5 minutes.",2,R02951
IS10079,"Bring a large pot of lightly salted water to a boil. Cook angel hair in the boiling water, stirring occasionally until cooked through but firm to the bite, 3 to 5 minutes. Drain and transfer pasta to serving plates. Spoon sauce over pasta.",3,R02951
IS10080,"Melt butter in a skillet over medium heat. Add onion and saute until slightly brown and soft, 5 to 7 minutes.",1,R02952
IS10081,Pour in vodka and let cook for 10 minutes. Mix in crushed tomatoes and cook for 30 minutes. Pour in heavy cream and cook for another 30 minutes.,2,R02952
IS10082,,1,R02953
IS10083,Serve warm.,2,R02953
IS10084,"Melt butter with olive oil in a large saucepan over medium heat; cook onion, celery, and carrot with pinch of salt until onion turns translucent, about 5 minutes. Stir ground beef into vegetables and cook, stirring constantly until meat is crumbly and no longer pink, about 5 minutes. Season meat mixture with 1 1/2 teaspoon salt, black pepper, cayenne pepper, and nutmeg.",1,R02954
IS10085,"Pour milk into ground beef mixture and bring to a simmer. Cook, stirring often, until most of the milk has evaporated and bottom of pan is still slightly saucy, about 5 minutes.",2,R02954
IS10086,"Raise heat to medium high and pour white wine into ground beef mixture; cook and stir until white wine has mostly evaporated, about 5 more minutes.",3,R02954
IS10087,Pour tomatoes with juice into a large mixing bowl and crush them with your fingers until they resemble a slightly chunky sauce. Pour tomatoes into sauce; fill can with 2 cups water and add to sauce. Bring to a simmer.,4,R02954
IS10088,"Reduce heat to low and simmer, stirring often, until mixture cooks down into a thick sauce, at least 3 hours but preferably 4 to 6 hours. Skim fat from top of sauce if desired. If sauce is too thick or too hot on the bottom, add a little more water. Taste and adjust seasonings before serving.",5,R02954
IS10089,"Mix together tomato sauce and tomato paste in a medium bowl until smooth. Stir in oregano, garlic, and paprika.",1,R02955
IS10090,"In a small bowl, combine tomato paste, water, Parmesan cheese, garlic, honey, anchovy paste, onion powder, oregano, marjoram, basil, ground black pepper, cayenne pepper, red pepper flakes and salt; mix together, breaking up any clumps of cheese.n",1,R02956
IS10091,Sauce should sit for 30 minutes to blend flavors; spread over pizza dough and prepare pizza as desired.n,2,R02956
IS10092,Heat oil in a large skillet or saucepan over medium heat. Saute onion and garlic in oil for 5 minutes.n,1,R02957
IS10093,"Stir in wine, sugar, basil, red pepper, tomato paste, lemon juice, Italian seasoning, black pepper and tomatoes; bring to a boil. Reduce heat to medium, and simmer uncovered about 15 minutes.n",2,R02957
IS10094,Stir in parsley. Ladle over the hot cooked pasta of your choice.n,3,R02957
IS10095,"Heat oil in a large skillet over low heat; add garlic and sauté until tender, about 2 minutes.",1,R02958
IS10096,"Stir in crushed tomatoes, basil, salt, and pepper. Simmer, stirring occasionally, until slightly thickened, 15 to 20 minutes. Serve immediately.",2,R02958
IS10097,"Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until tender yet firm to the bite, about 12 minutes.",1,R02959
IS10098,"Meanwhile, place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels. Reserve 2 tablespoons bacon fat in the skillet and discard the rest. Chop bacon when cool enough to handle.",2,R02959
IS10099,"Add 1 tablespoon olive oil and onion to reserved bacon fat in the skillet. Cook over medium-high heat until the onion has softened and turned translucent, about 5 minutes. Add garlic and cook until fragrant, about 1 minute. Pour vermouth into the pan and bring to a boil while scraping the browned bits of food off the bottom of the pan with a wooden spoon, about 1 minute. Mix in chopped bacon.",3,R02959
IS10100,"Drain spaghetti, transfer to a large serving bowl, and mix in remaining 1 tablespoon oil. Add bacon-onion mixture, Parmesan cheese, cream, eggs, and pepper to the hot pasta; stir until spaghetti is well coated and sauce is creamy.",4,R02959
IS10101,"Heat 2 tablespoons of butter in a skillet over medium heat. Stir in the mushrooms; cook and stir until softened, about 5 minutes. Set aside.",1,R02960
IS10102,"Meanwhile, melt the cream cheese and 1/2 cup of butter in a saucepan over medium heat, stirring occasionally. Stir in the milk and Parmesan cheese, mixing until smooth. Add in the garlic, basil, and white pepper. Simmer for 5 minutes, then remove the garlic. Stir in the cooked mushrooms before serving.",2,R02960
IS10103,"Heat oil in a saucepan over low heat. Add onion and garlic. Cook and stir until soft and translucent, about 5 minutes. Add passata, basil, and salt. Cover and simmer over medium heat, stirring occasionally, until tomato sauce has thickened, about 20 minutes. Remove garlic halves before serving.",1,R02961
IS10104,"Heat butter in a saucepan over low heat; cook spinach in the melted butter until warmed, about 1 minute. Add cream and cream cheese to spinach mixture; cook and stir until cream cheese is melted, about 5 minutes.n",1,R02962
IS10105,"Fold Parmesan cheese and garlic powder into spinach mixture; season with salt and pepper. Simmer until sauce is thickened and smooth, about 10 more minutes.n",2,R02962
IS10106,Bring a large pot of lightly salted water to a boil. Add fettuccine and cook for 8 to 10 minutes or until al dente; drain.,1,R02963
IS10107,"In a large skillet, brown chicken and mushrooms in butter until chicken is cooked through. Season with garlic salt and pepper. Add whipping cream and cook until thick, stirring constantly. Add parmesan cheese when at desired consistency. Serve over noodles.",2,R02963
IS10108,"Heat butter and olive oil in a small saucepan over medium heat; stir in onion and garlic. Whisk in flour until lightly browned and onion is tender, about 2 minutes.",1,R02964
IS10109,"Add 1 cup milk, Parmesan cheese, basil, oregano, salt, and black pepper; cook, whisking continuously, until cheese is melted and sauce has thickened slightly, about 5 minutes. Add more milk if sauce is too thick. Remove from heat.",2,R02964
IS10110,"Melt butter in a medium saucepan over low heat. Add garlic and cook until fragrant, about 2 minutes.",1,R02965
IS10111,"Stir in heavy cream and cream cheese. Gradually add Parmesan cheese, stirring constantly until well incorporated and melted, about 5 to 7 minutes. Stir in salt, nutmeg, and white pepper. The sauce will thicken as it cools.",2,R02965
IS10112,"Heat olive oil in a skillet over medium heat; cook and stir onions and Italian sausage until the sausage is browned, about 10 minutes. Transfer the sausage and onions to a slow cooker. In the same skillet, cook and stir the ground beef, Italian seasoning, 1 teaspoon of garlic powder, and marjoram, breaking the meat up as it cooks, until the meat is browned, about 10 minutes. Transfer the ground beef into the slow cooker.n",1,R02966
IS10113,"Stir in the tomato sauce, tomato paste, diced tomatoes, stewed tomatoes, thyme, basil, oregano, and 2 teaspoons of garlic powder. Set the cooker on Low, and cook the sauce for 8 hours. About 15 minutes before serving, stir in the sugar. Serve hot.n",2,R02966
IS10114,"In a medium bowl, combine tomato sauce, garlic, oregano and basil and mix all together. Spread mixture over pizza crust, if desired.n",1,R02967
IS10115,Preheat the oven to 425 degrees F (220 degrees C).,1,R02968
IS10116,"Place potatoes, Parmesan cheese, olive oil, onion powder, garlic powder, salt, and pepper into a resealable plastic bag. Seal the bag, then shake until potatoes are evenly coated with seasoning. Spread potatoes onto a baking sheet.",2,R02968
IS10117,"Bake in the preheated oven until potatoes are easily pierced with a fork, about 25 minutes.",3,R02968
IS10118,"Place potatoes in a large pot and cover with salted water. Bring to a boil. Reduce heat to medium-low, cover, and simmer until tender, 20 to 25 minutes.",1,R02969
IS10119,"Drain potatoes, then return to the pot. Turn heat to high and allow potatoes to dry for about 30 seconds. Turn off heat.",2,R02969
IS10120,"Mash potatoes with a potato masher twice around the pot, then add milk and butter. Continue to mash until smooth and fluffy. Whisk in salt and black pepper until evenly distributed, about 15 seconds.",3,R02969
IS10121,Preheat oven to 350 degrees F (175 degrees C).,1,R02970
IS10122,"Place potatoes, garlic, and salt into a large pot, fill with enough water to cover, and bring to a boil. Reduce heat to medium, and simmer the potatoes until tender but not mushy, 8 to 10 minutes. With a slotted spoon, transfer about half the potatoes to a 9x13-inch baking dish.",2,R02970
IS10123,"Pour half of the cream over the potatoes, season with black pepper and nutmeg, and sprinkle half of the Gruyere cheese onto the mixture. Top with the remaining potatoes; sprinkle again with black pepper and nutmeg. Pour on the remaining cream, and sprinkle with remaining Gruyere cheese.",3,R02970
IS10124,"Bake in the preheated oven until the cheese topping is crisp and brown on top, about 1 hour.",4,R02970
IS10125,"Mix together potatoes, eggs, and milk in a large bowl.",1,R02971
IS10126,"Stir flour, Parmesan cheese, Cheddar cheese, bacon bits, onion salt, baking powder, salt, and black pepper into potato mixture using a fork.",2,R02971
IS10127,Heat corn oil and butter in a large skillet over medium heat.,3,R02971
IS10128,"Spoon about 2 tablespoons potato mixture into per patty into skillet. Cook patties until golden brown, about 4 minutes per side.",4,R02971
IS10129,Drain cooked pancakes on paper towel-lined plate.,5,R02971
IS10130,Preheat the oven to 400 degrees F (200 degrees C).,1,R02972
IS10131,"Place the potatoes in a single layer in a ceramic casserole dish. Melt the butter in a skillet over medium heat. Add garlic, and cook until golden. Stir in the rosemary, and cook just until fragrant. Pour over the potatoes in the dish. Season with sea salt and pepper.",2,R02972
IS10132,"Roast uncovered for about 30 minutes in the preheated oven, until the potatoes are fork tender. Remove from the oven, and toss with the spinach leaves. Return to the oven for 1 to 2 minutes, until the spinach has wilted.",3,R02972
IS10133,Scrub potato and prick with a fork. Place on a microwave-safe plate.,1,R02973
IS10134,"Microwave on full power for 5 minutes. Turn potato over, and microwave until soft, about 5 more minutes.",2,R02973
IS10135,"Remove potato from the microwave, and cut in half lengthwise. Season with salt and pepper and mash up the inside a little with a fork.",3,R02973
IS10136,"Add butter and Cheddar cheese. Microwave until melted, about 1 more minute.",4,R02973
IS10137,"Top with sour cream, and serve.",5,R02973
IS10138,Preheat an oven to 425 degrees F (220 degrees C).,1,R02974
IS10139,"Place the potatoes in a mixing bowl and drizzle with olive oil. Season with garlic, thyme, and 1/4 teaspoon seasoned salt. Toss until evenly coated. Lift the fries out of the bowl and spread onto a nonstick baking sheet in a single layer. Save the remaining oil in the bowl.",2,R02974
IS10140,"Bake in the preheated oven 30 minutes, flipping the fries halfway through baking. Return the fries to the bowl with the olive oil, sprinkle with 1/2 cup Parmesan cheese and parsley. Toss to coat, then spread again onto the baking sheet. Return to the oven, and bake until the Parmesan cheese melts, about 10 minutes. Sprinkle the fries with the remaining 1/4 cup Parmesan cheese and 1/4 teaspoon seasoned salt to serve.",3,R02974
IS10141,"Place potatoes into large pot, and fill with enough water to cover. Bring to a boil, and cook until tender, about 20 minutes.",1,R02975
IS10142,Drain well. Return to very low heat and allow the potatoes to dry out for a few minutes. (It helps if you place a clean dish towel over the potatoes to absorb any remaining moisture.),2,R02975
IS10143,"Meanwhile, heat the milk and green onions gently in a saucepan, until warm.",3,R02975
IS10144,"Mash the potatoes, salt and butter together until smooth. Stir in the milk and green onion until evenly mixed. Season with freshly ground black pepper. Serve piping hot in bowls. Set out some extra butter for individuals to add to their servings.",4,R02975
IS10145,"Combine salt, pepper, and thyme in a bowl.",1,R02976
IS10146,"Melt 1 tablespoon butter in a 10-inch skillet over medium heat. Cook and stir onions until soft and golden brown, about 8 minutes. Move to a bowl.",2,R02976
IS10147,Melt remaining 1 tablespoon butter in the skillet; remove from heat.,3,R02976
IS10148,"Arrange 1/3 of potato slices in the skillet in a slightly overlapping layer. Sprinkle with 1/2 teaspoon of the salt mixture. Top with 1/2 of the onions and 1/2 of the Gruyere cheese. Repeat layers, ending with potatoes; sprinkle with remaining salt mixture.",4,R02976
IS10149,"Cover and cook over medium-low heat, reducing heat to low if necessary, until potatoes are tender, about 30 minutes. Uncover and continue cooking, about 5 minutes. Run a spatula around edges to loosen; let cool, 5 to 10 minutes.",5,R02976
IS10150,Invert potatoes carefully onto a serving dish.,6,R02976
IS10151,Preheat the oven to 425 degrees F (220 degrees C).,1,R02977
IS10152,"Cut off ends of russet potatoes. Stand potatoes on end, and peel them from top to bottom with a sharp knife to make each potato into a uniform cylinder. Cut each cylinder in half crosswise to make 6 potato cylinders about 2 inches long.",2,R02977
IS10153,Place potatoes into a bowl of cold water for about 5 minutes to remove starch from the outsides; pat dry with paper towels.,3,R02977
IS10154,Heat vegetable oil in a heavy oven-proof skillet over high heat until it shimmers slightly.,4,R02977
IS10155,"Place potato cylinders with the best-looking ends into the hot oil. Reduce heat to medium-high, and pan-fry potatoes until well-browned, 5 to 6 minutes. Season with salt and black pepper.",5,R02977
IS10156,"Flip potatoes and repeat on the other ends. As they cook, use a paper towel held with tongs to carefully blot out the oil from the skillet. Add butter and thyme sprigs to the skillet.",6,R02977
IS10157,Pick up a thyme sprig with tongs and use it to paint butter over the top of the potatoes. Cook until butter foams and foam turns from white to a pale tan color. Season with more salt and pepper. Pour chicken stock into skillet.,7,R02977
IS10158,"Transfer the skillet to the preheated oven and cook until potatoes are tender and creamy inside, about 30 minutes. If potatoes aren't tender, add 1/4 cup more stock and cook for 10 more minutes.",8,R02977
IS10159,Place potatoes on a serving platter. Spoon thyme-scented butter remaining in skillet over potatoes. Garnish with thyme sprigs. Let cool about 5 minutes before serving.,9,R02977
IS10160,Preheat the oven to 425 degrees F (220 degrees C).,1,R02978
IS10161,"Peel the potatoes, and place in bowl of cold water to prevent browning. Place potatoes into a large wooden or metal spoon. Using a sharp knife, make slices across the potato the short way about 1/8 to 1/4 inch apart, making sure to cut down to the lip of the spoon, not all the way through the potato. The slices should stay connected at the bottom, and the spoon helps keep the depth even. Return the potato to the bowl of water, and proceed with the remaining potatoes.",2,R02978
IS10162,"When all of the potatoes are cut, place them cut side up in a shallow baking dish or small roasting pan. Drizzle with half of the butter, then season with salt and pepper.",3,R02978
IS10163,"Bake for 35 to 40 minutes in the preheated oven. Remove from the oven, and drizzle with the remaining butter. Sprinkle Romano cheese and bread crumbs onto the tops of the potatoes, and season with a little more salt and pepper. Return to the oven, and bake for an additional 20 minutes, or until nicely browned.",4,R02978
IS10164,Preheat the oven to 400 degrees F (200 degrees C).,1,R02979
IS10165,"Put potato wedges in a large bowl. Drizzle with olive oil and lemon juice and toss to coat. Season with salt, oregano, and black pepper; toss again to coat.",2,R02979
IS10166,Spread potato wedges in a single layer in a 2-inch-deep pan. Pour chicken broth over potatoes.,3,R02979
IS10167,"Roast potatoes in the preheated oven until tender and golden brown, about 1 hour.",4,R02979
IS10168,"Bring a pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes; drain.",1,R02980
IS10169,"In a small saucepan heat butter and milk over low heat until butter is melted. Using a potato masher or electric beater, slowly blend milk mixture into potatoes until smooth and creamy. Season with salt and pepper to taste.",2,R02980
IS10170,Preheat oven to 400 degrees F (200 degrees C). Butter a medium casserole dish.,1,R02981
IS10171,"Layer 1/2 of the potatoes into bottom of the prepared casserole dish. Top with the onion slices, and add the remaining potatoes. Season with salt and pepper to taste.",2,R02981
IS10172,"In a medium-size saucepan, melt butter over medium heat. Mix in the flour and salt, and stir constantly with a whisk for one minute. Stir in milk. Cook until mixture has thickened. Stir in cheese all at once, and continue stirring until melted, about 30 to 60 seconds. Pour cheese over the potatoes, and cover the dish with aluminum foil.",3,R02981
IS10173,Bake 1 1/2 hours in the preheated oven.,4,R02981
IS10174,Preheat oven to 350 degrees F (175 degrees C).,1,R02982
IS10175,Bake potatoes in preheated oven for 1 hour.,2,R02982
IS10176,"Meanwhile, place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.",3,R02982
IS10177,"When potatoes are done allow them to cool for 10 minutes. Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins. To the potato flesh add sour cream, milk, butter, salt, pepper, 1/2 cup cheese and 1/2 the green onions. Mix with a hand mixer until well blended and creamy. Spoon the mixture into the potato skins. Top each with remaining cheese, green onions and bacon.",4,R02982
IS10178,Bake for another 15 minutes.,5,R02982
IS10179,Preheat an air fryer to 400 degrees F (200 degrees C).,1,R02983
IS10180,"Rub potatoes with olive oil and season with salt, pepper, garlic powder, and parsley. Place potatoes in the air fryer basket.",2,R02983
IS10181,"Cook in the preheated air fryer until potatoes are soft, 40 to 50 minutes, depending on potato size.",3,R02983
IS10182,"Slice potatoes lengthwise. Pinch both sides of each potato, using your hands and forcing potatoes to open up, until the fluffy insides come up. Place 1 tablespoon of butter into each potato.",4,R02983
IS10183,Preheat an air fryer to 400 degrees F (200 degrees C).,1,R02984
IS10184,"Cut each potato in half lengthwise. Cut each half in half lengthwise, and then cut each quarter in half lengthwise. You will have 16 wedges.",2,R02984
IS10185,"Place potato wedges in a large bowl. Add olive oil, paprika, parsley, chili, salt, and pepper; mix until well combined.",3,R02984
IS10186,Place 1/2 of the potato wedges in the basket of the air fryer and cook for 10 minutes.,4,R02984
IS10187,Flip wedges with tongs and cook for an additional 5 minutes. Remove to a plate.,5,R02984
IS10188,Repeat to cook the remaining wedges.,6,R02984
IS10189,"In a small bowl, mix mayonnaise, garlic, oregano, salt , and pepper. Set aside.",1,R02985
IS10190,"Bring a large pot of salted water to a boil. Add potatoes, and cook until almost done, about 10 minutes. Don't overcook otherwise the potatoes will break apart. Drain, and cool.",2,R02985
IS10191,"Preheat oven broiler. Line a baking tray with aluminum foil, and lightly grease the aluminum foil.",3,R02985
IS10192,"Arrange potatoes in the prepared baking tray. Spoon the mayonnaise mixture over the potatoes. Broil in the preheated oven until potatoes are tender and mayonnaise mixture is lightly browned, about 10 minutes.",4,R02985
IS10193,Preheat the oven to 400 degrees F (200 degrees C).,1,R02986
IS10194,"Combine potatoes, olive oil, garlic, rosemary, sea salt, and pepper in a bowl. Toss until potatoes are covered and garlic is evenly distributed. Transfer to a rimmed baking sheet.",2,R02986
IS10195,"Bake on the bottom rack of the preheated oven, shaking every 5 minutes to prevent burning, until fork-tender, about 20 minutes.",3,R02986
IS10196,"Preheat the oven to 300 degrees F (150 degrees C). Scrub the potato, and pierce the skin several times with a knife or fork. Rub the skin with olive oil, then with salt.",1,R02987
IS10197,"Place the potato in the preheated oven, and bake until slightly soft and golden brown, about 90 minutes. Slice the potato down the center, and serve with butter and black pepper. Sprinkle shredded Cheddar cheese over the top, if desired.",2,R02987
IS10198,Finely grate potatoes and onion into a large bowl. Drain off any excess liquid.,1,R02988
IS10199,"Mix in egg, salt, and pepper. Add enough flour to make the mixture thick, about 2 to 4 tablespoons all together.",2,R02988
IS10200,"Preheat the oven to low, about 200 degrees F (95 degrees C).",3,R02988
IS10201,"Heat 1/4 inch oil in the bottom of a heavy skillet over medium-high heat. Drop two or three 1/4-cup mounds of batter into hot oil, and flatten with back of a spatula to make 1/2-inch-thick pancakes. Fry, turning pancakes once, until golden brown.",4,R02988
IS10202,Transfer pancakes to a plate lined with a paper towel to drain. Keep warm in the oven until serving. Repeat until all potato mixture is used.,5,R02988
IS10203,Preheat oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.,1,R02989
IS10204,Spread about 1/3 of the potato slices into the bottom of the prepared baking dish. Top with about 1/3 of the onion slices. Sprinkle 3 tablespoons flour over the potato and onion. Arrange 2 tablespoons butter atop the flour. Season the entire layer with salt and pepper. Repeat layering twice more.,2,R02989
IS10205,Heat milk in a saucepan until warm. Pour enough warm milk over the mixture in the baking dish so the top of the liquid is level with the final layer of potatoes.,3,R02989
IS10206,"Bake in preheated oven until potatoes are tender, 45 to 60 minutes.",4,R02989
IS10207,Rinse potato cubes with cold water and drain well.,1,R02990
IS10208,Melt butter in a large skillet over medium heat. Place potatoes in the skillet and season with salt and pepper; mix well. Cover and cook for 10 minutes.,2,R02990
IS10209,"Remove the lid and cook, turning frequently, until brown and crisp on all sides, about 10 more minutes.",3,R02990
IS10210,Preheat the oven to 400 degrees F (200 degrees C).,1,R02991
IS10211,"Put potato wedges in a large bowl. Drizzle with olive oil and lemon juice and toss to coat. Season with salt, oregano, and black pepper; toss again to coat.",2,R02991
IS10212,Spread potato wedges in a single layer in a 2-inch-deep pan. Pour chicken broth over potatoes.,3,R02991
IS10213,"Roast potatoes in the preheated oven until tender and golden brown, about 1 hour.",4,R02991
IS10214,"In a large bowl, beat together eggs, flour, baking powder, salt, and pepper. Mix in potatoes and onion.",1,R02992
IS10215,"Heat oil in a large skillet over medium heat. In batches, drop heaping tablespoonfuls of the potato mixture into the skillet. Press to flatten. Cook about 3 minutes on each side, until browned and crisp. Drain on paper towels.",2,R02992
IS10216,Preheat the oven to 400 degrees F (200 degrees C) and adjust the oven rack to the lowest position.,1,R02993
IS10217,"Toss potatoes with oil, salt, and pepper in a bowl. Arrange, cut side down, on a rimmed cookie sheet or jellyroll pan.",2,R02993
IS10218,"Roast potatoes in the preheated oven until tender and golden brown, 20 to 30 minutes. Transfer to a serving dish.",3,R02993
IS10219,Preheat the oven to 475 degrees F (245 degrees C).,1,R02994
IS10220,"Combine oil, garlic, basil, marjoram, dill, thyme, oregano, parsley, pepper flakes, and salt in a large bowl; stir in potatoes until evenly coated. Place potatoes in a single layer on a roasting pan or baking sheet.",2,R02994
IS10221,"Roast in the preheated oven, turning occasionally to brown on all sides, until tender, about 20 to 30 minutes.",3,R02994
IS10222,"Shred potatoes into a large bowl filled with cold water. Stir until water is cloudy, drain, and cover potatoes again with fresh cold water. Stir again to dissolve excess starch. Drain potatoes well, pat dry with paper towels, and squeeze out any excess moisture.",1,R02995
IS10223,"Heat clarified butter in a large non-stick pan over medium heat. Sprinkle shredded potatoes into the hot butter and season with salt, black pepper, cayenne pepper, and paprika.",2,R02995
IS10224,"Cook potatoes until a brown crust forms on the bottom, about 5 minutes. Continue to cook and stir until potatoes are browned all over, about 5 more minutes.",3,R02995
IS10225,Preheat the oven to 400 degrees F (200 degrees C).,1,R02996
IS10226,Wrap each potato in foil and place on a baking sheet. Poke holes into potatoes using a knife.,2,R02996
IS10227,"Bake in the preheated oven until potatoes are very tender and easily pierced with a knife, about 1 hour and 15 minutes.",3,R02996
IS10228,"Let potatoes cool to room temperature. Unwrap and place on a plate. Cover with plastic wrap and refrigerate until completely chilled, 8 hours to overnight.",4,R02996
IS10229,Preheat the oven to 425 degrees F (220 degrees C). Butter a casserole dish.,5,R02996
IS10230,Leave skin on the potatoes. Use a cheese grater to shred potatoes into a large bowl.,6,R02996
IS10231,"Add shallots to the potatoes; season with salt, white pepper, and cayenne. Toss with two forks until well combined. Add Cheddar cheese and mix well. Gently toss in sour cream until barely combined. Transfer mixture into the prepared baking dish, piling it up high, then patting it down very lightly.",7,R02996
IS10232,"Bake in the preheated oven until piping hot and the top is browned, 30 to 35 minutes.",8,R02996
IS10233,Preheat an oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.,1,R02997
IS10234,"Slice potatoes with skins on into 1/4 inch thick slices. Place the potatoes into a large pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, 10 to 15 minutes. Drain and allow to steam dry for a minute or two.",2,R02997
IS10235,"Mix together the mayonnaise, sour cream, onion and garlic powders, seasoned salt, pepper, bacon, onion, and American cheese in a bowl. Stir in the potato slices. Pour mixture into prepared baking dish. Sprinkle top with grated Parmesan cheese.",3,R02997
IS10236,"Bake until bubbly and beginning to brown, 35 to 40 minutes.",4,R02997
IS10237,Soak potato strips in a large bowl of water for about 30 minutes. Pat with paper towels until thoroughly dry.,1,R02998
IS10238,"Heat oil in a deep-fryer or large saucepan to 275 degrees F (135 degrees C). Gently add potatoes to the hot oil and fry for about 5 minutes, stirring and flipping the potatoes occasionally. Use a slotted spoon to transfer potatoes to a paper towel-lined plate. Let cool completely.",2,R02998
IS10239,"Heat oil again, but this time to 350 degrees F (175 degrees C). Add potatoes and fry a second time until golden brown, 5 to 6 minutes.",3,R02998
IS10240,Remove from the deep-fryer and blot with a paper towel. Sprinkle with salt to serve.,4,R02998
IS10241,Preheat the air fryer to 400 degrees F (200 degrees C).,1,R02999
IS10242,"Combine sweet potato fries and canola oil in a bowl and mix. Season with salt, pepper, garlic powder, and paprika. Mix until all fries are evenly coated.",2,R02999
IS10243,"Divide sweet potatoes into 2 or 3 batches for cooking. Place an even layer of sweet potatoes in the fry basket, insert in the air fryer, and cook until golden, about 10 minutes. Repeat with remaining sweet potatoes.",3,R02999
IS10244,Slice potatoes into French fries and place them into a large bowl of cold water to prevent them from turning brown.,1,R03000
IS10245,Heat oil in a heavy saucepan or large skillet to 350 degrees F (175 degrees C).,2,R03000
IS10246,"While the oil is heating, sift flour, garlic salt, onion salt, paprika, and salt into a large bowl. Gradually stir in enough water to make a slightly thick batter that can be drizzled from a spoon.",3,R03000
IS10247,"Drain fries and pat dry; dip into the batter one at a time and place in hot oil to prevent them from clumping together. Fry until golden brown and crispy on all sides, about 7 to 10 minutes; drain on a paper towel-lined plate.",4,R03000
IS10248,Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch dish with nonstick cooking spray.,1,R03001
IS10249,"Gently mix potatoes, soup, cheese, onion, butter, salt, and pepper in a large bowl. Pour into the prepared dish.",2,R03001
IS10250,"Bake in the preheated oven until browned, about 1 hour.",3,R03001
IS10251,Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray.,1,R03002
IS10252,"Bring a large pot of water to a boil. Add sliced potatoes and cook until almost tender, 5 to 10 minutes. Transfer to a colander and rinse with cold water until cool enough to handle. Drain well.",2,R03002
IS10253,"Melt butter in a large skillet over medium heat. Add onion; cook and stir until tender, about 5 minutes. Stir in flour, Dijon mustard, salt, and pepper; cook for 1 minute. Gradually pour in milk, stirring constantly until sauce is thickened, about 5 minutes. Stir in Cheddar cheese until melted.",3,R03002
IS10254,"Layer half of the potatoes in the bottom of the prepared baking dish. Top with 1 1/2 cup diced ham and half of the Cheddar cheese sauce. Repeat layering potatoes, ham, and sauce.",4,R03002
IS10255,"Bake in the preheated oven until the top is lightly browned, about 1 hour.",5,R03002
IS10256,Preheat oven to 400 degrees F (200 degrees C).,1,R03003
IS10257,"Place rice, salt, and butter in a casserole dish that has a cover. Pour boiling water over rice; stir.",2,R03003
IS10258,"Cover and bake in preheated oven until liquid is absorbed and rice is tender, about 1 hour. Remove from oven, fluff with fork, and serve hot.",3,R03003
IS10259,"Melt margarine in a large saucepan over medium-high heat. Saute the long grain rice, onion, carrot and raisins for 3 to 5 minutes or until onion is tender. Pour in the broth and bring to a boil. Reduce heat to low, cover pan and simmer for 20 to 25 minutes.",1,R03004
IS10260,"Meanwhile, in a saucepan bring 1 1/2 cups salted water to a boil. Add wild rice, reduce heat, cover and simmer for 45 minutes. Drain and set aside.",2,R03004
IS10261,"When the rice/raisin mixture is finished simmering (rice is cooked), stir in cooked wild rice, peas, pimentos and cashews and heat through.",3,R03004
IS10262,"Bring water and kosher salt to a boil in a pot; add rice and cook, stirring, for exactly 7 minutes. Drain.",1,R03005
IS10263,"Heat olive oil in a pot over medium-high heat. Cover bottom of pot with 1 layer of potato slices. Sprinkle cumin and salt over potatoes. Cook until potatoes are sizzling, 2 to 3 minutes; top potatoes with rice to form an even layer. Reduce heat to low and place butter slices over rice.",2,R03005
